vertices:	108030
edges:	276651
edge_density:	4.74108e-05
items:	23285
item_density:	0.000598452
BeforeVmSize: 317080256
BeforeVmRSS: 317065600
base_single:	10456
base_multiple:	90959
p:	551
step	1	48457	249.087
step	2	58741	249.227
step	3	66613	249.368
step	4	73243	249.508
step	5	78916	249.664
step	6	83809	249.82
step	7	88250	249.976
step	8	92282	250.132
step	9	95918	250.304
step	10	99324	250.475
step	11	102387	250.631
step	12	105211	250.803
step	13	107834	250.959
step	14	110337	251.131
step	15	112629	251.287
step	16	114865	251.458
step	17	116968	251.614
step	18	118938	251.77
step	19	120749	251.926
step	20	122407	252.082
step	21	124063	252.223
step	22	125661	252.379
step	23	127199	252.519
step	24	128684	252.659
step	25	130073	252.815
step	26	131384	252.956
step	27	132594	253.112
step	28	133872	253.252
step	29	134940	253.408
step	30	136040	253.549
step	31	137223	253.689
step	32	138386	253.829
step	33	139430	253.97
step	34	140398	254.095
step	35	141397	254.219
step	36	142434	254.36
step	37	143495	254.485
step	38	144378	254.609
step	39	145298	254.75
step	40	146075	254.875
step	41	146836	254.999
step	42	147666	255.124
step	43	148399	255.249
step	44	149171	255.374
step	45	149803	255.499
step	46	150456	255.623
step	47	151177	255.764
step	48	151848	255.889
step	49	152599	256.045
step	50	153314	256.169
step	51	154125	256.294
step	52	154875	256.419
step	53	155571	256.544
step	54	156159	256.653
step	55	156809	256.778
step	56	157431	256.903
step	57	158034	257.027
step	58	158673	257.168
step	59	159316	257.293
step	60	159984	257.417
step	61	160716	257.542
step	62	161380	257.636
step	63	162159	257.761
step	64	162830	257.87
step	65	163595	257.979
step	66	164172	258.088
step	67	164687	258.197
step	68	165213	258.307
step	69	165754	258.416
step	70	166379	258.541
step	71	166909	258.65
step	72	167448	258.759
step	73	167911	258.868
step	74	168487	259.009
step	75	168991	259.118
step	76	169350	259.227
step	77	169764	259.336
step	78	170197	259.445
step	79	170623	259.555
step	80	171153	259.679
step	81	171608	259.773
step	82	172137	259.882
step	83	172731	260.023
step	84	173107	260.132
step	85	173645	260.257
step	86	174034	260.35
step	87	174451	260.475
step	88	174961	260.584
step	89	175412	260.693
step	90	175896	260.803
step	91	176249	260.912
step	92	176660	261.021
step	93	177148	261.146
step	94	177775	261.271
step	95	178222	261.38
step	96	178510	261.473
step	97	178969	261.598
step	98	179631	261.739
step	99	180339	261.863
step	100	180753	261.973
